cuisine,id,value,name
american (traditional),QAqD40DAbYXBcw1oX3AJyw,1.0,Left Seat Restaurant & Lounge
american (traditional),Xk3inJcuBGLhavUcdlINZA,0.947058823529,Crudo
american (traditional),nY2QBNMEfT3j68j-DHOGyg,0.896551724138,Waffle House
american (traditional),1-1VcGTL3GyCqUpXZLFTZA,0.938461538462,Friday's Front Row Sports Grill
american (traditional),0Apb1P7RzbQEkeJDuywlPQ,1.0,George & Dragon II English Restaurant Pub
american (traditional),iins67bZVJeDrjiOTZh8DQ,0.954545454545,Red Lobster
american (traditional),PN3aQAH-RONnK-ahkNm0xg,0.895348837209,Zipps Sports Grill
american (traditional),qAORECtABjr_FsvSzy1apw,0.928571428571,Smashburger
american (traditional),SgTjnyElc26gPUghVuCuSQ,0.83606557377,Keegan's Grill & Taproom Foothills
american (traditional),fgVwzwERnAicqg38PawxsA,0.95,Applebee's
american (traditional),YJJx6rYfHQtmBd3qq-Lcbw,0.9,Whataburger
american (traditional),rVUEZpHQfWI_3kt0lBwaxQ,0.969230769231,Keegan's Grill
american (traditional),0RqNRc6RiILzZxK9J8Kqug,0.927272727273,Red Robin Gourmet Burgers
american (traditional),AVUpq52fSE9q3v9tO-i_3g,0.95652173913,The Fry Bread House
american (traditional),v96aR__oKt2aqT-azpcA6A,1.0,Phoenix All-stars Sports Bar & Grill
american (traditional),0MQ3inDAuiq43TN9hw_Rbw,1.0,Sonic Drive-In
american (traditional),Sodko0hlMg7F5doNJGKcWQ,0.936507936508,Claim Jumper
american (traditional),oCA2OZcd_Jo_ggVmUx3WVw,0.919413919414,Alice Cooper'stown
american (traditional),k6PuJ964NF2NEoXoOg0ijA,0.909090909091,Caps Sports Grill
american (traditional),Jj7bcQ6NDfKoz4TXwvYfMg,0.903225806452,Fuddruckers
american (traditional),pk0vem-ismpPnVeTIG0Q5g,0.833333333333,Applebee's Neighborhood Grill & Bar
american (traditional),2B0pIRjAt64mFMV-2ZRCfg,1.0,Arby's Roast Beef
american (traditional),IW-NYIHk50mXV5Nz7nSGyw,0.916666666667,Zipps Sports Grill
american (traditional),N-hmuPPHrTxDA_pQXgt9zQ,0.846153846154,O Bar & Grill
american (traditional),8jTAfGcJMLs9VNcG4dndNQ,0.911764705882,LongHorn Steakhouse
american (traditional),Lk-FP6yxYRTcU52SaTx2EA,0.923076923077,Cactus Jack's Bar & Grill
american (traditional),0Jouvs4G3d6CcG3pYGZ20A,1.0,Lunch Box
american (traditional),ykKSshfa9ANCZCuvM2LaWg,0.891304347826,Culver's
american (traditional),JW6fDZOuUKtJyZGeldh0xA,0.9,Chestnut Lane
american (traditional),fDZzCjlxaA4OOmnFO-i0vw,0.907514450867,The Oink Cafe
american (traditional),g4y3_YqR4jmfCP9K0TzxrQ,0.818181818182,Marcel's
american (traditional),kvyYxHukGKi2ILJvDrLMsg,0.666666666667,The Raven Grill
american (traditional),oaakO-X7uOXNxqsxjDSKfg,0.885964912281,Half Moon Sports Grill
american (traditional),UUssRgBCO_riWg3chbv9Zg,0.910447761194,Satisfied Frog On Bell
american (traditional),wRWakw2wXmMEAe9FW9w1Pg,0.944444444444,Native Grill and Wings
american (traditional),bbiV-lPmRaK_gjzE77x_jA,0.727272727273,South Bank Grill
american (traditional),IURIbkgQgHXAgwX6hAgiNQ,0.862903225806,Gertrude's
american (traditional),2xczXFsc4GeilxL8B8R3Vg,1.0,Whataburger
american (traditional),YUMvB8pA2yfVeAouAHzn7g,0.6,Denny's
american (traditional),5QOitecMgPwjT8RbUAQdig,1.0,Red Lobster
american (traditional),v48aS-Z-nw6o9qsHdHz8zA,0.894736842105,Logan's Roadhouse
american (traditional),gQjTs4BDNYSu9oJhkEsssw,0.909090909091,Lone Star Steakhouse
american (traditional),Lo0dRIDKXc5mlE-coVZrtQ,0.941176470588,Chloe's Corner
american (traditional),5XU8ys_TsulI-FJ5nzuNvg,0.891891891892,U.S. Egg
american (traditional),SfrBXbRdNB_gqPkIgJyKCg,1.0,Bitter Creek Cafe
american (traditional),aqD66Sve2mE4cq021LWQmA,1.0,Segal's Oasis Grill
american (traditional),0nGjXTpUtpIJl10PL0eBGg,0.909090909091,Breakfast Club
american (traditional),JbJDlfcnYiyZRXeHQcAVjg,0.924050632911,Raising Cane's
american (traditional),2I666dqzs1XB6xigIKa9bA,0.916666666667,Tom's Tavern & 1929 Grill
american (traditional),VFjeCLwVMguUNWH-DeOgyw,1.0,Fox News Sky Box
american (traditional),qdI9KaRhOzaJRK0dvGUSaw,0.875,Coco's Family Restaurant
american (traditional),GVUtuBmDdvXxXtjrvHHJnQ,0.785714285714,The Flight Line Bar and Grill
american (traditional),3Zsjlum5kl5N5KV712aTMQ,0.861271676301,Different Pointe of View
american (traditional),fG3yJmDXfSU8eW8HY1K3aQ,1.0,Whataburger
american (traditional),pAHUC05ceak48e745i6G4g,0.877118644068,Paradise Valley Burger Company
american (traditional),fsQFHGMbqWf7MT6KYMuJxQ,1.0,Boston Market
american (traditional),cIwMq5KNq0ASQzoTP1dE9Q,0.8,Boston Market
american (traditional),r8CwFUEQtL8gAT9KHnNhuw,0.986842105263,Teakwoods Tavern & Grill
american (traditional),oIXw9z-OuDlMDKUBPRny2w,0.883333333333,Uncle Bear's Brewhouse Grill
american (traditional),YSQnaRE4Le6CaonZICFyVQ,0.666666666667,Chili's Grill and Bar
american (traditional),aZFihxH7QGWeIXw8uw_xDg,1.0,Hooters
american (traditional),U-uTG4ofQoaCGGY5MVsJsA,0.947368421053,LongHorn Steakhouse
american (traditional),zj0BkAi54BGU_AK6AyvJDQ,0.932098765432,Rusconi's American Kitchen
american (traditional),t1ahkb3p7HsSC7sLkrcMfQ,1.0,Olive & Ivy Marketplace
american (traditional),t_0576Esa58pcLHCEpj31A,0.937007874016,Steve's Grill
american (traditional),-zcZNlO0JwZHppan8rGkBQ,0.884615384615,Chili's Too
american (traditional),DDnmNTvIIQu2t3WZ2EQx-w,0.897674418605,Sierra Bonita Grill
american (traditional),nts2OALwvyvfNh9focRZ3w,0.885245901639,Hillside Spot
american (traditional),SgGINtDKQgoXoAnQgrDKDg,0.926829268293,Native New Yorker
american (traditional),Q5diW79GD0MSJ10j1HCf8Q,0.8,TGI Friday's
american (traditional),tfVKzEDu8XYyP8KO1dsNvQ,0.942528735632,Two Hippies Gnarly Burger Joint
american (traditional),uflQ_lKBfS6WknNlm_HK8g,1.0,Sizzler
american (traditional),MiajUnwoG7RGoaolO1rPaw,0.962025316456,Ranch House Grille
american (traditional),AaTC0a1gQ8Q6VJ6HQLYllg,0.75,Madi G's
american (traditional),QXWXLEVGeONoZHLmHuFemQ,1.0,Sonic Drive-In
american (traditional),NkGQRN6ahwQoFEAlHq8NHg,0.952380952381,Blue 32 Sports Grill
american (traditional),8FNO4D3eozpIjj0k3q5Zbg,0.857142857143,Deer Valley Airport Restaurant
american (traditional),Ane4XcpP7aWzhjd8SGiciQ,0.926829268293,Red Robin Gourmet Burgers
american (traditional),MU3i2uEyUBntebU6pEyMbw,0.888888888889,McCormick & Schmicks Seafood Restaurant
american (traditional),VuPhv9CNIHLOzS2JeDwLOA,0.666666666667,Waffle House
american (traditional),EmlgWjs1ZzZEpDjZCSPLmw,0.924657534247,AMC Dine-in Theatres Esplanade 14
american (traditional),mPMw_JxSRjzPXVdTjWmV6Q,1.0,Whataburger
american (traditional),Vz-PukBDv5j1UDOYbMbb1w,0.866666666667,Ruby Tuesday
american (traditional),vYvT8J9uEh4Fqt7f9ILKlA,0.9,Azool Grill
american (traditional),63cjAsO1jXvrwvjkUiEkVA,0.842105263158,Casey Jones Grill
american (traditional),gkv2XvXpFgiq4Bb2XK7YmQ,0.896103896104,Hard Rock Cafe
american (traditional),fmpEjlZhFlMHaGmsKJlUTg,0.964285714286,The Other Q Bar and Grill
american (traditional),9UgwLTF5mSf9ip2xEYYy2g,0.823529411765,Ironworks Restaurant
american (traditional),FqzgT9Y-Yu7jiWdHnGW-kQ,0.914004914005,The Vig
american (traditional),MXOdsPTLQPsQK9hUq01DWg,0.908713692946,Arcadia Tavern
american (traditional),qkhzmBKShH9QQwh16hMxQw,0.769230769231,JB's Restaurant
american (traditional),z3zcsnK26QhC7TqDX73zvA,0.916666666667,Black Angus Steakhouse
american (traditional),GDeu_BPyb4PBDZSv1J9-6A,1.0,On Deck Sports Grill
american (traditional),hzUOqxpcnYYBgLlrgvjQYQ,0.975609756098,Applebee's
american (traditional),hvaOgvC3F9b0G1eefGlzNQ,0.935483870968,Thunderbird Roadhouse
american (traditional),cjFDprdEXbDDdraONMy5Pg,0.893617021277,Pete's Fish And Chips
american (traditional),0OjN8M62r8cJhSF1mGfsdg,1.0,Sonic Drive-In
american (traditional),QG4qmOPBgNigdI4cUYhKJg,0.875,Native New Yorker
american (traditional),m4Gw2d0_iWE3kyDhNtD0-g,0.974358974359,Wingettes
american (traditional),UScgPn6pIHuOmQJTsZQIOg,0.942675159236,Corbin Bar & Grill
american (traditional),GjvIDOEhdQB1oPrFeSpxBw,0.878378378378,Gordon Biersch
american (traditional),CNS4j16dzLWDPEV-UM9SLg,0.857142857143,Jackalope Flats
american (traditional),gPCUIvpMCXVDRqszO8v69w,0.958333333333,SpoonZ Cafe
american (traditional),1ulwCamdqoX-SdMTcOhHDw,1.0,The Courtyard Cafe
american (traditional),y7A3nmvqtyfEysI9nGUiOA,0.933333333333,Legends Sports Bar & Restaurant
american (traditional),lnX2gaGdO0fNtykyFrp1AA,0.866666666667,Mel's Diner
american (traditional),avvNnkpGpGIS-2CClsduXA,0.909090909091,Rimrock Bar & Grille
american (traditional),oUpVWZv6Sa62wTkkS7V7qQ,0.833333333333,Trails End Bar & Grill
american (traditional),F-ykHfGY9lWr12OJ_Ofy7A,0.943396226415,Gallagher's Sports Grill
american (traditional),KwnYw_cLsYkUPA6ZUmqsYQ,1.0,Devil's Greens
american (traditional),PdWe3jF9YEu5fWBiQXZIgg,0.867469879518,Dave & Buster's
american (traditional),iAYzRvyBrSkJDu_XZ-E1zQ,0.9,Fast Eddie's Diner
american (traditional),2cMWbJvpxgmSAWoRQzcNIA,0.833333333333,Bistro 202
american (traditional),cTyBfWfmgL3vgRetyfmtyA,1.0,Sport Peppers Grill
american (traditional),C37jakxE5TX6ccAfjp2kJA,1.0,Nixon's
american (traditional),0kZ4aYmqf5fzTt9Yvz8Kvw,0.888888888889,Waffle House
american (traditional),JxgoluY8hnC34cys_f80xA,0.882352941176,Deemos American Grill
american (traditional),RUjaYACMwyQ2R7_Lz4p8Yg,0.952380952381,North 51 Grill
american (traditional),wn7GiuOQ_0VrPXNc1wVTDA,0.947368421053,Fatburger
american (traditional),D7uAJToqGk1hQxfZDO5ijg,0.9,Belvedere American Bar & Grill
american (traditional),2r8jGeuYvMkyP2ik_X-Bxw,0.89552238806,The Cheesecake Factory
american (traditional),bKr2DfxkmVNSWM2ZrjMT_A,0.85,Golden Corral
american (traditional),691w3FIZWH7cz3IYGor5Ag,0.884615384615,Cafe Aroma
american (traditional),Xta0mTpGJWC2yi6kiQm_vg,0.860465116279,Melrose Kitchen
american (traditional),-WZIxGXJHMGidZXRhKxP3w,0.924528301887,Mimi's Cafe
american (traditional),oJ1xS-B6FJis_8_jdMBPLQ,0.75,Chili's Grill & Bar
american (traditional),Lm4rjgZlTtLfsriICKdD8A,0.869565217391,Game Seven Grill
american (traditional),FOfhEC6rN23RQaUlsR2byw,0.908333333333,The Melting Pot
american (traditional),YWDfUAPwScdW_9GmGskkZg,0.5,Coppers Sports Grill
american (traditional),3E_toMWSUCuhRJzG1eml8Q,0.892857142857,Smashburger
american (traditional),KqsvvlzoJH3TUrk_vlbcsQ,0.921052631579,Harem Lounge
american (traditional),Y9D61SRDiTAYJeaVbqvbFg,0.889763779528,Wolfley's Neighborhood Grill
american (traditional),QdbZyl-LWFS54u93Vjd5SA,0.906040268456,The Capital Grille
american (traditional),PSAK5sUss8yiN7Q_72Zlxw,1.0,Boston Market
american (traditional),8SoWH_iOdZD1OvebCwJUbg,1.0,Dennys
american (traditional),CuLdSn4wFwog-z2OMSwBCQ,0.962962962963,Skunk Creek Flats
american (traditional),NX5YHSIyesufcsI7Rg5NLg,0.863636363636,Mimi's Cafe
american (traditional),7LGjM8HKJTwqfYU3C7N_0w,0.892857142857,Rico's American Grill
american (traditional),O-ylVyHn6e6kaoJO-jHj-w,0.955555555556,Hole-in-the-Wall
american (traditional),G4ZZHlp6CdYBZOirW2_PQA,0.914285714286,Tilted Kilt Pub & Eatery
american (traditional),ixTr1qXUFGTzyaZUuCDDvg,0.947368421053,Whataburger
american (traditional),4SwDarJGXaUPGv8QpmpHxQ,1.0,Ruby Tuesday
american (traditional),oIkwj10HmUiognO68j7jOg,0.939130434783,Kona Grill
american (traditional),sspvIv6br3Vto2s5JkeiMw,1.0,Dick Clark's Bar and Grill
american (traditional),OmxAvtMyIvCVm16NFIOOUA,0.863636363636,TGI Friday's
american (traditional),WoJrHOtrQ5R4jx80GwlnxA,0.894736842105,Swensen's Grill &  Ice Cream Parlor
american (traditional),E_wJCQ9L_0w5tJyrvr0lJQ,0.9,First Watch
american (traditional),QlEU-1VCqJbTzSf8mFAZUg,1.0,Desert Springs Brewing Company
american (traditional),4uvdld7zvWk05RZuI9rDPA,0.857142857143,Bill Johnson's Big Apple Restaurants
american (traditional),SZvYxcvYYVRue9MXcEDjsA,1.0,Coco's Family Restaurant
american (traditional),4WcxnNv_lzCIG2eb8O5Mlg,1.0,The Brickhouse
american (traditional),xmjv8g356v8Qo55ICjG8rg,0.929824561404,CK's Tavern & Grill
american (traditional),A-ZhvQa5A-XSqZB3HH6TVw,0.833333333333,Sonic Drive-In
american (traditional),-fA9y44FrK8nTRxjyntfTw,0.875,Charlie D's Catfish & Chicken
american (traditional),M2Dw6a9MSIFUtVO3bF2ckw,0.894736842105,Chili's Grill & Bar
american (traditional),XWvht_1ZLdK7EHJ3jo4q0g,0.901015228426,The White Chocolate Grill
american (traditional),vBDVxjMtXzZ8GUhV-1L3Jw,0.9,Chili's Grill & Bar
american (traditional),0xWF7PpTNl-awqg2YGxxFQ,0.869565217391,IHOP
american (traditional),mqQwChPNN4o4DhAzaGntIA,0.914438502674,The Fry Bread House
american (traditional),1LSxfyNIUFbQb-Ej0FDGTw,0.877192982456,Mimi's Cafe
american (traditional),2RxIERKZi5gjLW76MkFotQ,0.941176470588,40th Street Cafe
american (traditional),yLfYR-PvIzAv9DnEH68Rgw,0.727272727273,The Bamboo Club
american (traditional),2VU7F1oqCxpVPVlvpwvacw,0.976744186047,Barfly
american (traditional),F5vKD7ajS69CwuFyBVxA_g,1.0,Boston Market
american (traditional),Y1jkxceoqE5LrTL5eqPXsA,0.909090909091,Euro Grill
american (traditional),PejTHpMkh8sJZGdGaZuPpw,0.869565217391,Applebee's
american (traditional),r9sGMJ084n4IS9eGmlCKjg,0.882352941176,Feeney's Restaurant and Bar
american (traditional),j_Id-xnaHfyJRV5FlciYhA,0.789473684211,Smashburger
american (traditional),jWuPCzdyM21_mBMwBhcXag,1.0,City Hall Grill
american (traditional),JB9zRTOKSS1ApkF1T7_khw,1.0,Mid City Kitchen
american (traditional),4FS5otEktCyI1aDpg_h03g,0.863636363636,Kincaid's Classic American Dining
american (traditional),TuCAYZ89lP_s6D7Y78xNhQ,0.864516129032,Smashburger
american (traditional),VFRfBYycuieR56jZ6dgVeg,0.842105263158,Yoasis Ahwatukee
american (traditional),W41CEzdKJe8wdDB-Rd6KJQ,0.882352941176,Breakroom Bar & Grill
american (traditional),5ipAMcjec7GH7tztXYLTgQ,0.9,IHop
american (traditional),XMVetdmE2IzMcRbvjhVFnQ,0.833333333333,Arizona Club
american (traditional),hBodj_f6adUAnEVUb_he_A,0.666666666667,Turk's Fish and Chips
american (traditional),reMYkuDhLk4raAviOFtvOQ,0.938775510204,Lenny's Burger Shop
american (traditional),CqhsIZ7TzCfJTrZqg5-gqQ,0.910447761194,Armadillo Grill
american (traditional),cXx-fHY11Se8rFHkkUeaUg,0.952380952381,16th Street Sports Bar & Grill
american (traditional),qsWxbgQwuomXvMseg23DGg,0.878787878788,Hooters
american (traditional),cjUmPLRT43wN9Z87A9BOpg,0.944444444444,Applebee's
american (traditional),hNVcBhJSD5HyLKMf_Z7TaA,0.925,Islands Restaurant
american (traditional),-JpZiiGPKOuCEiODGNyovw,1.0,Wendy's Old Fashioned Hamburgers
american (traditional),vFJmFFfPVhHkC3bWOeZnNA,0.978260869565,Casey Jones Grill
american (traditional),77tMP3nG9TH0rrhf6G4g6A,0.666666666667,Lager Fields' Micropub and Grill
american (traditional),ziaSXim-Om_a62V7X0GSpQ,1.0,A-Town Grill & Eatery
american (traditional),5GpvSL1tlAjpgdJKZ5eLpg,0.879310344828,Texas Roadhouse
american (traditional),ksD6Pv6wOocscrEMqfnYbA,0.882352941176,The DawgFather Grill
american (traditional),HQFscafV3wi5z4yOKdUGRg,0.895833333333,5th Avenue Cafe
american (traditional),tb24fvNJfHhyKEXkKn12Xw,0.917582417582,Welcome Diner
american (traditional),immAndhZ-o1qrlFrIw8YjQ,1.0,Village Inn
american (traditional),-MaIpPCz4153Uh1pnzI3AA,0.818181818182,Stonegrill
american (traditional),qz4ZOcv-840UjfCEYI4qZg,0.898305084746,Jt's Bar & Grill
american (traditional),GAPqG0WNBBidKeZTMpEZ-w,0.874213836478,Local Breeze
american (traditional),hMd49yw32d7I0Kk1ZIOeXg,1.0,Arby's Roast Beef
american (traditional),MLcXtnpzygZvQ9BtseLLlw,0.933333333333,Farm At South Mountain
american (traditional),w7SrsFV4FL04bhQr-B6-4w,0.825,Raising Cane's
american (traditional),JImJictLIE48_O1z-l2TGw,0.909090909091,Wagon Yard
american (traditional),Upru5VE0jZ81ZQVVNCK_uA,0.8,Sonic Drive-In
american (traditional),kjZJsF1juY_pTOw_A8Ve6w,0.857142857143,Chili's Grill & Bar Catering
american (traditional),K4VHuqUFwc4eeC8LkMLyTA,0.9,Waffle House
american (traditional),BcuFT-gQj6Epl56ZAWJIdA,1.0,ZeeZ Grill
american (traditional),s_cKw6m0Fw9jZbobRH0YSg,0.952380952381,Rock Bottom Restaurant & Brewery
american (traditional),A0c5KmspCG9TMOZkjLWaTA,1.0,Johnny's Uptown
american (traditional),GTVneiUeIyRL8Wa_WmEQ0g,0.875,Whataburger
american (traditional),45puCRQ6Vh_IIAy7kkfFDQ,0.944055944056,Majerle's Sports Grill
american (traditional),ot4Of_A9onKHoVt4XU7v5g,0.75,Sonic Drive-In
american (traditional),nckQIGiiUxztAQ2Boo6Tlw,1.0,Ocotillo Sun
american (traditional),XBpxFy0h7KE-GtKuCX2JQw,1.0,Sonic Drive-In
american (traditional),JzKG_Upd49TVOneDmesELw,0.666666666667,Monroe's Downtown
american (traditional),uMxfxbqT27XDeU9UTXeErg,0.914772727273,Bootleggers Modern American Smokehouse
american (traditional),OE7RmfGvpvSEv4g3xDKfSw,0.927536231884,Chelsea's Kitchen
american (traditional),5WQhLNpG6xZryVCla4gMRA,0.739130434783,Fry's Food Store
american (traditional),aNuyJOFNrb-d71amzPpxlw,0.912280701754,Twin Peaks
american (traditional),K-FzqJUj6YpSLC_fyJRnlA,0.833333333333,Coco's Family Restaurant
american (traditional),-1bOb2izeJBZjHC7NWxiPA,0.918918918919,First Watch
american (traditional),__etvGuL2dh_a1LOT0gNYQ,0.76,Big Guy's Sports Grill
italian,r3r_bAfa6pZKIhQB82FizQ,0.944444444444,PastaBAR
italian,kxDGexkbP30fBvxVI0CzFQ,0.879120879121,Stumpys Pizza
italian,p1sX2UVxEjPzd92LtP3c4g,0.914893617021,Angie & Jimmie's Italian Pizza
italian,DIYHTgM-YGKWOWLzQ4XVhA,0.888888888889,Michelina's Ristorante Costa Campagnia
italian,IZxdigPOncvAcqrFWB9wpQ,0.666666666667,Trattoria Bianco
italian,M_Aocl2RmEMCt-oO_wB1zA,1.0,Papa John's Pizza
italian,VpW40mznMS43CqdbelX2wA,0.948186528497,Giuseppe's On 28th
italian,Cse5FvYuACIxljwaac2SZg,0.925,Cave & Ives
italian,Fb5ZL4VkO2Yfx-bNJexAkg,0.880341880342,Oregano's Pizza Bistro
italian,OIBrslaVxFxaaGUsYFUujg,0.871794871795,Olive Garden Italian Restaurant
italian,hnOGdF42m6Cwuuh5iuaXbA,0.936170212766,Romano's Macaroni Grill
italian,9beCQ1vPk4cFSJp8Sb5-8Q,0.923728813559,Cafepino
italian,C7utE_DN2kgE-68_VF8ftw,1.0,Ristorante Tuscany
italian,QFHqziOcSXsZTQ4QGIqmtQ,0.833333333333,That Italian Place
italian,i0sMoNwiNAo1--AsZJ3Nlw,1.0,DiVito's Pizzeria And Italian Restaurant
italian,hIe65VALe8rxseYECVj08w,1.0,Streets of New York
italian,3FhHnU7Mq8KcyWiWKH0RzA,0.9,Streets of New York
italian,93fEJZYc3B-jOMaXce7G5A,0.9,Fired Pie
italian,lM3q1N0lpxStCLYMCoqGhw,0.8,Carmella's Italian Kitchen and Bar
italian,CSoURupWEyuyzkjMOExKPg,0.939516129032,North Italia
italian,kF8JDYpLnbf8AZS9gpHXJg,0.892857142857,Joey's California Bistro
italian,ZAgPh4v-oOb1g6cdlkKI0g,0.9,Phoenix House Of Pizza And Subs
italian,RYZ08XAToBaN-bS5HHVEhQ,0.870588235294,Nellos Pizza
italian,lQ22GkzG0tIJRbzkpMbJxw,1.0,Pronto Pizza
italian,QkyN2vqQidQhotvOtPIrkw,0.877697841727,Humble Pie
italian,cN4gmlntyQ-maTW4PdT-Kw,0.894736842105,Streets of New York
italian,D7d-X4fLvVIdsCDFGpqzmg,0.904761904762,My Pie
italian,If2DUhmWIvlu2JFc_rR-Bw,0.8,Papa Christo's
italian,EQTdq1SJuU6bjC3myEfDWg,1.0,Barro's Pizza
italian,uYj2NO1HZRNiD-de_pSdJA,0.871428571429,Amano Pizza Bistro
italian,VVeogjZya58oiTxK7qUjAQ,0.904923599321,Pizzeria Bianco
italian,PwtYeGu-19v9bU4nbP9UbA,0.914285714286,Calabria Italian Kitchen
italian,gJmBto8IXwSBT4HTcL7cDw,0.941176470588,Sano Brick Pizza
italian,ImVx220_Pcp2iB5uworODw,0.816901408451,Vincent's
italian,9c8Q6sAWAL1MCRzJ7INQkg,0.888888888889,Villa Italia Ristoranti
italian,IuYs9ys6bwhK-s2_sUKsbQ,1.0,CiCi's Pizza
italian,NNGJQF3WeIHzGzweCpZ-VA,0.858490566038,La Piccola Cucina
italian,PEHJjxdw11TGFma9Zhz3ng,0.903614457831,Red Devil
italian,k8JnZBspVOI8kLcQek-Chw,0.875706214689,Mamma Mia Brick Oven Pizza & Pasta
italian,GvwDppcJLm9lso9iS2hSIw,0.953846153846,Pat's Pizza Plus
italian,u5o4H8h0sIVhqa8Lcusi5g,0.876923076923,Fatso's Pizza
italian,hVDo35_OySCeFWYLFKM7WQ,1.0,Palermos Pizza
italian,6TIaz7MG6qjX6ZaQe9cG2w,0.907407407407,FIRED PIE
italian,5BnsHDWrt2z-9d8AzSgkjw,0.935064935065,Nick's
italian,UexMw8s7B1J-RtFOQtCCsQ,0.891304347826,Romano's Macaroni Grill
italian,JvJjaTJCyUGu5SDpoJWvZg,0.9,Meatballz
italian,QiBNnRkMZ5chmo_9eOzv5A,0.833333333333,Picazzo's Organic Italian Kitchen
italian,D_xWWPRdpZCC3XVJ61pSGg,0.921052631579,The Skinny Italian Kitchen
italian,MEraJIKYztC7IOzYwMe86g,0.875,Raimondo's
italian,QdYrBxT8OV8qd7aENoBlsg,0.846153846154,Isa's Pizza
italian,yuS1qDTkido8zUFrfj8O0g,1.0,Cafe Roma
italian,hqVbmZNLTdR2y7G7oJu9vg,0.939024390244,Tutti Santi by Nina
