stars,latitude,longitude,name,res_id
124,33.655566,-111.92641,The White Chocolate Grill,XWvht_1ZLdK7EHJ3jo4q0g
124,33.587766,-112.115899,Pappadeaux Seafood Kitchen,PmPOuRvuN3CoNOi1nBj_TQ
119,33.530335,-112.047101,Rokerij,5kRug3bEienrpovtPRVVwg
116,33.5754755,-112.0651592,Scramble A Breakfast Joint,XHr5mXFgobOHoxbPJxmYdg
115,33.513539,-112.074195,Federal Pizza,m9haUi2_1lHR2eAKBhKwDg
115,33.4772365,-112.0734835,Durant's,cN6aBxe2mQvrQlzk26LyRQ
113,33.4570541765,-112.071567245,Angels Trumpet Ale House,41j3GB7M-Lwq284Pfb9zgw
111,33.511665,-112.065323,Ticoz Resto-Bar,FUI-hWH_bpis7AKZTWenUQ
109,33.5243311,-112.047508,Dick's Hideaway,9BJ5h9X1krpXFjKj0a6wbg
108,33.449228,-112.072853,Hanny's,6imLt53br7SJ3av07jjH7w
107,33.7134575,-112.1139493,Mellow Mushroom,VY_tvNUCCXGXQeSvJl757Q
107,33.5242756,-112.0474713,The Vig Uptown,WS1z1OAR0tRl4FsjdTGUFQ
105,33.5006213,-112.0743113,Pane Bianco,-AAig9FG0s8gYE4f8GfowQ
103,33.470887,-112.064765,America's Taco Shop,3l72FflaaeI0tWEAWN3-gQ
102,33.508118,-112.027582,AMC Dine-in Theatres Esplanade 14,EmlgWjs1ZzZEpDjZCSPLmw
101,33.4315119,-112.0561119,Carolina's Mexican Food,d52zg-S0o940WUCK-nNiKw
100,33.5708369,-112.0655987,Los Reyes De La Torta,bzDs0u8I-z231QVdIQWkrA
99,33.5219028,-112.0639456,Fuego Bistro,hfl62LX14YqNpG0g0Tj6_Q
98,33.5070953369,-112.074485779,Maizie's Cafe & Bistro,AaKlegu7gmOCD4rEESF76Q
97,33.5100242,-112.0152854,noca,DcrM4hwDcU2G6vuh2cnaYQ
97,33.4948197,-111.9798208,Over Easy,Y-9dJvw-J2d9QKfuL7mKgA
96,33.5097278,-111.9952351,The Grind,r-a-Cn9hxdEnYTtVTB5bMQ
96,33.457863,-112.068359,Bliss ReBAR,PwxvN0SnAGPdqXdNEYVT3g
95,33.4576585,-112.0723168,Matt's Big Breakfast,4X_XAOeMw7AFkYhg3NINJA
92,33.510112,-112.096024,Pho Thanh,yVQiGdxmnrkJDyQXv2maNA
90,33.683323,-112.092428,Pork on a Fork,yYbd9P1KmlPSKmQxo68n_g
90,33.3480616,-111.9820214,Los Taquitos,rDvz5jX65gpfONFu7er9Tw
88,33.3711363,-111.9740268,Rustler's Rooste,wZwZcte4lcbu51NOzCjWbQ
87,33.472853,-112.056065,Tuck Shop,rQ4z0EStSZE4acgkne6Hmg
85,33.4953994751,-112.005249023,The Stand,v1aLzjTphPc6IGIy9k96vg
85,33.47014,-112.065474,Green New American Vegetarian,0dORc6ckZw5HezR3BuSsqw
85,33.4587814,-112.0722749,Short Leash Dogs Food Truck,xHI3saK0sAJEHeMK4IGVvg
85,33.4448019849,-112.072117722,Alice Cooper'stown,oCA2OZcd_Jo_ggVmUx3WVw
84,33.5997402,-111.9872611,Yasu Sushi Bistro,KBG28p3lGX17hOPoHhq5PQ
82,33.5173991,-112.0824683,Hana Japanese Eatery,h6jfMpTZpNduLG0wE2tbaw
82,33.4874748,-112.0830342,Mi Patio Mexican Restaurant,cVejKU_SrdbvzIbQ4oPV0A
82,33.331655,-111.982113,Hillside Spot,nts2OALwvyvfNh9focRZ3w
81,33.677854,-111.978579,Tryst Cafe,vvMR0jgDoBA-g1XgZy8sEg
81,33.5386352,-112.0982917,Tacos Atoyac,wN_wAXWg8W94v04eqijy6g
81,33.5092556,-112.0378823,Snooze AM Eatery,qT4w8n27RBQ_slz_FiK0CQ
80,33.5083691,-111.9942752,North Italia,CSoURupWEyuyzkjMOExKPg
79,33.49413,-111.977756,Arcadia Tavern,MXOdsPTLQPsQK9hUq01DWg
79,33.4719849,-112.064757,Rice Paper,jtzhY-P4H6WSYpv5rWhxtw
79,33.4587486,-112.0714986,Carly's Bistro,zmFc8M-hS4uuyY0hklIpoQ
79,33.4517763,-112.0766916,Crescent Ballroom,qw93CjlAZ6a4ff11Z-hF3Q
78,33.5833625,-112.0133307,32 Shea,XU5Fb3TosXDUJcNRWQM5cA
77,33.5102336367,-112.027493779,Seasons 52,-h-q6zTIdPlkz9BDP11sBg
77,33.4556584,-112.0719926,The Breadfruit,cLojUtqkFpVIHFEvA_5Atw
77,33.3044612,-111.9945753,Pomegranate Cafe,lVkDZZ8sTafPlq7f1i5row
76,33.4807562,-112.1102942,Pizza a Metro,XkNQVTkCEzBrq7OlRHI11Q
75,33.510034,-112.0241743,Hillstone,zMa6YoEekpABg1HZnnTZdg
75,33.4951403,-111.991453,Tee Pee Mexican Food,soiGohHtWOltGeomkSxzEw
73,33.640408,-111.995167,Paradise Valley Burger Company,pAHUC05ceak48e745i6G4g
73,33.509608,-112.025723,Stingray Sushi,wNUea3IXZWD63bbOQaOH-g
72,33.545329,-112.043169,Aunt Chilada's,G9LwkTSdKOyOGqd5BbuIkA
72,33.509578,-112.060185,Oregano's Pizza Bistro,ML1RJdeZ7bbfMrHvJ7m99A
72,33.4954826,-111.9883722,Pita Jungle,w19cemjVR8u02PgjFpJ7Mw
71,33.597213,-112.03605,Carolina's,oyzxIqrtzu-8sWlPhJVsLw
71,33.595874,-112.134448,Rocket Burger & Subs,F8q_9PUl-Lwjj9xIRPArcg
71,33.523984,-112.04698,TEXAZ Grill,18TUn9oiW0k0yB6lheiOvw
71,33.4779339657,-112.073523642,Wild Thaiger,KPoTixdjoJxSqRSEApSAGg
71,33.455863,-112.072167,Pomo Pizzeria Napoletana,XfVGU6WGZKc867spn2TImw
71,33.4514311,-112.0701054,District American Kitchen and Wine Bar,9ziO3NpoNTKHvIKCBFB_fQ
70,33.4571599,-112.0699779,The Roosevelt,7cP7WFmWiTVh-raIL3N_Vw
70,33.4493777,-112.0656259,The Rose and Crown,TfTlOE6h9E9o34dEkw9L_w
69,33.4963684082,-112.08391571,The Fry Bread House,mqQwChPNN4o4DhAzaGntIA
68,33.48585,-112.0691813,China Chili,-3WVw1TNQbPBzaKCaQQ1AQ
68,33.4495394,-112.0656645,Nobuo At Teeter House,nMHhuYan8e3cONo3PornJA
67,33.6710684743,-112.030189633,Upper Crust Pizza,Pg8OPh1D2ws0xO-I-8ppoA
67,33.5194664,-112.0653473,The Yard,HrSowDDXw71VD_d-4g7I5g
67,33.4563262,-112.0737079,Phoenix Public Market Cafe,eltTG6JOr9cg5FRAgGy8Jw
66,33.509517,-112.061566,Rosie McCaffrey's,yc5AH9H71xJidA_J2mChLA
65,33.4951157,-111.9967663,Mamma Mia Brick Oven Pizza & Pasta,k8JnZBspVOI8kLcQek-Chw
65,33.458348,-112.067828,JoBot Coffee,5ambRqdTJt9vGwFzVI9HBw
64,33.52265,-112.0475118,Phoenix City Grille,Pfb6VOIiroqDWOebfgWGPQ
64,33.455863,-112.072167,Sens Asian Tapas & Sake Bar,d3MxUXS1b6U2P_gGuCO1-A
63,33.640832,-112.151282,Yen Sushi & Sake Bar,Tt6DYs0TyERWHWW5xiRL_A
63,33.504777,-112.047846,Coup Des Tartes,LzpR_jE6VIutJ08s2cdRrw
63,33.46425,-112.074153,The Old Spaghetti Factory,DlCtdbceo4YNSI53cCL2lg
62,33.610554,-112.013072,Original Breakfast House,t80qleqEIqIyekB95IrAOA
62,33.5376161926,-112.064525648,Sierra Bonita Grill,DDnmNTvIIQu2t3WZ2EQx-w
62,33.4871849,-112.064702,Gadzooks Enchiladas & Soup,o1W6gwCqnJqvdCenLWz5GA
60,33.459014,-112.077468,Pita Jungle,TnkxapUN4nWMz_z5h3qMYg
59,33.504688,-111.969094,T Cook's Restaurant,fVgrpVyp-nPLTac9YIjTug
58,33.6756727,-111.9791944,Pita Jungle,wl51t6lT7leiX64SlkOx6g
57,33.5378713137,-112.055160999,Spinato's Pizza,YldXB1hRpnE1CWLF3mvgpQ
57,33.4953688,-111.9940154,Z's Greek,FY_OXEVcewAQFZuu6fynLA
57,33.4948057,-112.0535863,Reathrey Sekong,nlFlIeziD-4nNUF2B337Yw
57,33.4801515,-111.9923032,SaBai Modern Thai,cInzGnaFZ3EIItvFXl1MvQ
57,33.474229,-112.064787,Wy-Knot Cafe,GbEOmf5k73r_UJWjchrHOg
57,33.3906771,-112.0129108,Farm At South Mountain,MLcXtnpzygZvQ9BtseLLlw
57,33.347684,-111.976156,Sakana Sushi & Grill,0vzZ_Bcb02rJljeMU9XkBw
56,33.6029318153,-111.981189678,Chompie's Deli,KV-yJLmlODfUG1Mkds6kYw
56,33.5095292,-112.0609579,Snoh Ice Shavery,CKhtiDFAfr31jQIJrpehuw
56,33.480203,-111.9825532,Sonora Mesquite Grill,KGX7O-_WqOIy9o7u9NOa9A
56,33.4564189,-112.070371,Moira Sushi,xs1LHeJy78u-7taSEnQ2Yw
55,33.5369963,-112.0474809,Moto Sushi,c0RSs2KYK5Y-ZlSrNq9LyA
55,33.5093453,-112.0588374,Padre's Modern Mexican Cuisine,6nseTZb6WrGWcithRThfag
55,33.4475173,-112.0742715,Copper Blues,fP-BPL6iRu2tbcvlnjRshw
55,33.4473356,-112.0734239,Blue Hound Kitchen & Cocktails,kr3EFhoSwbJPrL_e_RD39g
54,33.530335,-112.047101,Richardson's,IdnYOlL9aDfMu_S2kcaUkQ
54,33.5092093,-111.9885861,Havana Cafe,yJr24Yy1K6bt2G9fX3_zPA
54,33.5078414,-112.0377579,Pizzeria Bianco,BPi1Q5wX0_o5VlO_XRyYuQ
54,33.4977417,-112.0739754,George & Dragon Restaurant,3xEB9FyFXolq1b_Qn_BFtg
54,33.463172,-112.074725,Cheuvront,muCl5p-9ut1sY0aKeUeRhw
54,33.367178,-112.073681,Los Dos Molinos,nQUsMhT7qY6pPMvTT6xGcQ
53,33.678092,-111.9694565,Yard House,8cL7aJVKTYmLguzXEAS3Lw
53,33.5842663,-111.9767865,Rusconi's American Kitchen,zj0BkAi54BGU_AK6AyvJDQ
53,33.429424,-112.073929,Comedor Guadalajara,BESmH-lmMm34_EefL8X9fQ
52,33.59547,-112.064668,Different Pointe of View,3Zsjlum5kl5N5KV712aTMQ
52,33.5101676,-112.0449114,Bluewater Grill,2qqzGBLM9VFwjIuiEKHspg
52,33.4962555,-112.0205287,Giuseppe's On 28th,VpW40mznMS43CqdbelX2wA
52,33.4587314,-112.0773177,Centurion,e34tIpveepWkpvOuv_boqw
52,33.4526031,-112.0691194,Canyon Cafe,e5kc0CQ4R-PCCDgb274gSg
52,33.3999914,-112.0295117,Texas BBQ House,ytpmoIty7loFB8kRYRtJHw
51,33.6416138361,-112.117387241,Santisi Brothers,DHk8is9rvfnATsW1AudWQg
51,33.5817531,-112.008318,Bootleggers Modern American Smokehouse,uMxfxbqT27XDeU9UTXeErg
51,33.4712477,-112.0650649,Coronado Cafe,5-X03Zc0nN7U5eoe8uFUdw
51,33.469968,-112.065431,Nami,ZEdaJ8mcMpPiFWgDuSPqeA
50,33.6839876,-112.1161771,Times Square Pizzeria,rrWhi2TL0smrbihvavZxcg
50,33.6405889,-112.0474847,Spinato's Pizza,pF7uRzygyZsltbmVpjIyvw
50,33.508952,-112.067011,Two Hippies Beach House Outrageous Tacos and Burritos,qlrZzAktK8wODSHxhLEK7w
50,33.4549678,-112.0791022,Local Breeze,GAPqG0WNBBidKeZTMpEZ-w
49,33.6834408,-111.9660359,Roy's Restaurant,corPOxxIBRJ7DSpryYvorw
49,33.5997996,-111.9869515,The Oink Cafe,fDZzCjlxaA4OOmnFO-i0vw
49,33.5679191,-112.0663979,North Mountain Brewing Co.,sL4n5lhxqoZ5l0d8gwIPyA
49,33.5098,-112.0122744,Tarbell's,zG_wv69bsllw_PWhOmoAKQ
49,33.5092757,-112.036358,Baby Kay's Cajun Kitchen,24qSrF_XOrvaHDBy-gLIQg
49,33.495084,-111.999963,Chicago Hamburger Co,iNvY0zAlaD_ye7Z6rHu-Ug
49,33.4336861384,-112.000563002,La Grande Orange,dKtbrGgg5fbl8MibhilP2A
48,33.6782214624,-111.939289529,Tea Light Cafe,L_MtTn4IUBTmQtqqM2iFqA
48,33.5972864354,-111.977349353,Salty Sow,UB2j_EV3CIM_E4LcpadKMQ
48,33.5016589,-112.04725,Joe's Diner,D1T1jtCfTfXD-cQE3QViow
48,33.4876239,-111.960833,Kitchen 56,GHYOl_cnERMOhkCK_mGAlA
48,33.4657394,-112.0724302,Thai Hut,oJpmYvLibGrYPDvcaUeMOw
48,33.4552907,-111.9878697,Golden Buddha,jbKVbSz51F8IcewsiRQu4A
48,33.449858,-112.071886,Compass Arizona Grill,4waggbCK-MSE9dbIdSMfPA
48,33.447521,-112.063434,Mrs White's Golden Rule Cafe,8o-NLKy_XfbJtqljX9XLCA
48,33.3055579,-111.9789165,Spinato's Pizzeria,ZRJwVLyzEJq1VAihDhYiow
47,33.4798163,-112.091191,Original Hamburger Works,N_6bV3c3JagKW7sD3X9ldA
47,33.473125,-112.0650914,MacAlpine's Soda Fountain,R6aazv8FB-6BeanY3ag8kw
47,33.4484654,-112.0712574,Majerle's Sports Grill,45puCRQ6Vh_IIAy7kkfFDQ
46,33.5650982,-112.0737503,Bomberos Cafe & Wine Bar,XNSito__Fne14TXU0vz1Qw
46,33.5176457,-112.0650136,Scott's Generations Restaurant & Delicatessen,PxeX1M8WtyPxX1MuuGIh-g
46,33.5108736,-112.1341836,Great Wall Cuisine,0db71MbrvcJnyk71COCJBg
46,33.5104258,-112.0284918,Christopher's and Crush Lounge,1M4oczf2lmkdgbrJ3J7OqA
46,33.507557,-112.040116,Smashburger,TuCAYZ89lP_s6D7Y78xNhQ
46,33.45107,-112.055957,La Tolteca Mexican Foods,apCfJVnRyaw6oVUBKujpUQ
46,33.4432726,-112.0698979,Brick,neEGFNmmKibjExB4_215ZA
45,33.677854,-111.978579,Humble Pie,Lbue8gqRiBPEnA7g7H1qdw
45,33.654353214,-112.083579912,Chicago Gyros,-ftQeUsqwDkExRg6IYrubQ
45,33.5108261108,-112.027915955,The Capital Grille,QdbZyl-LWFS54u93Vjd5SA
45,33.5100591,-112.0142073,Central Bistro,7CTf4W-KT4h6uA_zpGZp2Q
45,33.5092185,-112.0467405,Duck & Decanter,HIiVx2mseVWKtx8TKfWC_A
45,33.5085330166,-112.029066725,Fuego Tacos,KBKDl08flVw1AqvM5ucVpA
45,33.495024,-112.063756,Two Hippies Magic Mushroom Burgers,pfTwzep_4hRTX_jXoi38cw
45,33.4949805,-111.9898781,Milagro Grill,Q2FaJ3zB6ZuGgvqUqhdc_w
45,33.4795816988,-112.073953897,Honey Bear's BBQ,q1nDSpmV-FdTBNj6UuZvTg
45,33.4656999629,-112.082265575,Vovomeena,1vl4-5il_LGtDRxUCy9ldw
45,33.4593954,-112.0742496,Fair Trade Cafe,2FudHUhV9U54dm0S1ePuCw
45,33.331773,-111.978279,Sushi Eye,lVHtVCyFJOqAH0ltn7pLuw
44,33.6756727,-111.9791944,Sushi Station,hDHYbekIzW-M5tljy1IP1Q
44,33.6752637422,-111.975617586,The Keg Steakhouse + Bar,-3xbryp44xhpN4BohxXDdQ
44,33.5694088,-112.0741658,Via Delosantos,CFaRVxsnN4Zjf28cbORKIA
44,33.569402,-112.1204191,Tim Finnegan's Irish Restaurant and Pub,BpSLpzq_NRYghGSsb10G3A
44,33.5637599,-112.0734903,Corbin Bar & Grill,UScgPn6pIHuOmQJTsZQIOg
44,33.5019393,-112.082114,America's Taco Shop,OllL0G9Kh_k1lx-2vrFDXQ
44,33.480158,-112.076505,Pink Spot,DmkTDze8ruJr6o2f5GAvJA
44,33.4504575,-112.0743441,Seamus McCaffrey's,-gefwOTDqW9HWGDvWBPSMQ
43,33.678615,-111.9746066,BJ's Restaurant & Brewhouse,i213sY5rhkfCO8cD-FPr1A
43,33.509554,-112.015207,Donovan's,ar90fbRbQtiyZLtwjwwXUg
43,33.508736,-112.041489,Cafe Zupas,0lEp4vISRmOXa8Xz2pWhbw
43,33.4951613,-112.0041452,Crudo,Xk3inJcuBGLhavUcdlINZA
43,33.4877467396,-112.065664677,Taco Guild,WCGU5Xn01lfNJG_LvEltzw
43,33.479992,-112.076718,zpizza,Shl6PtJERnowSJSC4IHbYQ
43,33.4575804,-112.0472907,Mariscos Playa Hermosa,Cp6JGY5YIRncTV_My9nf9g
42,33.6397266,-112.1313015,Valle Luna,E3RjJH45EX6rHYDs0TYSRA
42,33.6390629,-112.1366725,Touch of Thai,qyNtVViurIcChc35mfYIEw
42,33.5239412,-112.0484694,Garage Wine and Tap,YJoph5UiUZ3BEb49vyFAuQ
42,33.4953972,-112.0010971,Bosa Donuts,Xq1FtLSV54Spf-HfONc1aA
42,33.488489,-112.100389,Maxim Restaurant,XbVqzUHS3c9FhG4lI13c3Q
42,33.4743013,-112.0649235,Humble Pie,QkyN2vqQidQhotvOtPIrkw
42,33.4640982988,-112.073569,Phoenix Blue Fin,kaIue7GRCmkPzDeHDBTttQ
41,33.5839404,-111.9787698,Bombay Spice Grill,3GAPcBG8SowgrpS6UHlDeQ
41,33.5091049,-111.9845139,The Henry,guLkdetJ603Bw_A6tuecIg
41,33.465499,-112.081565,Zoes Kitchen,trAvQPp7gps0Btk-2AmLpw
41,33.465462,-112.078017,Hob Nobs Cafe & Spirits,4sW8Z6NLXLRkruSKSKUEUw
41,33.463851,-111.941673,Gertrude's,IURIbkgQgHXAgwX6hAgiNQ
41,33.4579361,-112.0520629,Rito's Market & Mexican Take Out,Xo9Im4LmIhQrzJcO4R3ZbA
41,33.4473356,-112.0734239,Breakfast Club,0nGjXTpUtpIJl10PL0eBGg
41,33.4355957546,-111.997697353,Chelsea's Kitchen,OE7RmfGvpvSEv4g3xDKfSw
41,33.406669,-112.02249,Chanpen Thai Cuisine,4NPD3ecBbUdfcS9FAuwJIA
41,33.3906771,-112.0129108,Quiessence Restaurant,-yxfBYGB6SEqszmxJxd97A
41,33.303967,-111.97839,Brazilian Bull Steakhouse,SbS0XQG39VgP6L6wbZ56RA
40,33.678615,-111.9746066,Wolfley's Neighborhood Grill,Y9D61SRDiTAYJeaVbqvbFg
40,33.612935,-111.976905,Eden's Grill Inn,nRO4tRwimU12hg7Cnz__iA
40,33.5854942,-112.013359,Sala Thai,WPmamMTGAmNYXGoXW1mWyQ
40,33.5194664,-112.0653473,Culinary Dropout,4Y9-JiDz9EVR_-UkUv4dYg
40,33.5100084468,-112.029651966,The Cheesecake Factory,2r8jGeuYvMkyP2ik_X-Bxw
40,33.5093009,-112.0257951,SOLO Trattoria,mFBBtUrWMqikBS-Jn-RiIw
40,33.4951447,-112.0118398,Desert Jade,m9Wqqma30o-hH2fAX7dnug
40,33.47907,-112.073306,Sochu House,GDmue1oJaem9ilywDtA4_A
40,33.466442,-112.032374,Rosita's Place,hWhVP-28LYP3llaMlAJ_JA
40,33.4588282,-112.0610433,Welcome Diner,tb24fvNJfHhyKEXkKn12Xw
40,33.4587824485,-112.072266116,Short Leash Hot Dogs,YYm1mnmE36Ne7d5sT9huZQ
40,33.4514039,-111.973603,Honey Bear's BBQ,xfk9eY8gmwn8qsbyd-W6lQ
40,33.4473356,-112.0734239,Tilted Kilt Pub & Eatery,G4ZZHlp6CdYBZOirW2_PQA
40,33.390792,-112.012504,Morning Glory Cafe,9yKzy9PApeiPPOUJEtnvkg
40,33.3485832214,-111.978210449,The Original Burrito Co,6Tt0mGKbMoAz1GsjkVhbMQ
40,33.3197625,-111.9780071,RA Sushi Bar Restaurant,nBfusVbqwul0BU0Rcrlelw
40,33.316214,-112.004239,The Melting Pot,FOfhEC6rN23RQaUlsR2byw
40,33.304703,-111.981558,Arriba Mexican Grill,YxLiLBNTm4cOg7OlKKLmVw
40,33.3044612,-111.9945753,Cafe Los Dos Y Cantina,bzQPFOLLxuwx7K7dw8j7Zw
39,33.6391363,-112.150244,Mi Comida Restaurante Latino,_oQN89kF_d97-cWW0iO8_g
39,33.5124076744,-112.065353394,Pizza Heaven Bistro,auorqdHiATGZHVd-sd79ZQ
39,33.5100571,-112.0143931,Revo Burrito,r2S4arkHyRcUroRhggMIoA
39,33.507557,-112.040116,NYPD Pizza,TqHTtjPANCBKGsjGBjDoQQ
39,33.5065554,-112.0388616,Sage Kitchen,xIdyiVoX5woL8iKHYKoiWw
39,33.4877814299,-112.031467529,Bink's Midtown,WjtJAtp19nA61b8LT9uLrA
39,33.465772,-112.082382,How Do You Roll?,Qd0fyF-wB_1bQwSB34ggkw
39,33.455863,-112.072167,The Turf,FeI75xIG8PF_XZ6P80gLBQ
39,33.455418,-111.987786,Szechwan Palace,yQONzVpX-DEpGSuKMIov6A
39,33.449597,-112.075508,Harumi Sushi,u6EUXOSFnjxvzLll4D21bA
39,33.4475173,-112.0742715,Lucky Strike,_OYlq2UoKPQO_ElqhC3a8w
38,33.6792112493,-111.965789795,Mellow Mushroom,AXok1a8w0gNhdrWZ7L633g
38,33.5650982,-112.0737503,Timo Wine Bar,7tTK3VPlFtBGBHm8-LZIUg
38,33.537514,-112.047195,Babbo Italian Eatery,RGDyf8-PyzyS9Lzs9bkvgA
38,33.5248869,-112.0649759,Otro Cafe,rO3saNBRU2Pg16RyfEP6-g
38,33.5089644,-112.0341955,The Gladly,TSg3URWOZ_I8vZGajxQ_6g
38,33.4951581,-112.0037026,Nook,4SEaQmnUIpqZXPyCmHZc1A
38,33.494927,-112.001969,Acacia Cafe,JOZqBKIOB8WEBAWm7v1JFA
38,33.4943622,-112.0910715,Crazy Jim's,0dIChGWBs9ueUXl0hhkw2w
38,33.4885590269,-112.065333427,Urban Beans,V5QdxePG-pGPXVPHSLLM9A
38,33.4802511,-112.0756556,Pino's Pizza Al Centro,podj1OWSL3oEJsOpGj8SUw
38,33.4365268902,-111.998995543,Barrio Cafe,LbcDWyqGgQdlwWfGO-whMw
37,33.4974892,-112.0833763,Harley's Italian Bistro,b1aTHVkqCa4kZITbu9khtA
37,33.4974812,-112.0739922,The Clever Koi,XHzZgNmJFVHeT3unDg2Qig
37,33.4461951337,-111.974934614,Stockyards Restaurant,7U8TYNW4Mvx6m3zexsO0sg
37,33.305759,-111.993252,CK's Tavern & Grill,xmjv8g356v8Qo55ICjG8rg
37,33.305739,-111.992238,Sushi Ken,T4ox3wUzFjWvyrjaTRoBbA
36,33.655906,-111.930086,Blue Agave Mexican Cantina,BFZHdg2TRrgw56CyqkSryA
36,33.6264211,-112.1002302,Good Fellas Grill,93hdmjYc8IXsf69VrkRHog
36,33.5999386,-111.9797159,Shogun,r7Ge8_c5Y2TXthb4CSjzaA
36,33.5764031,-112.1162617,Fajitas A Sizzlin Celebration,TgxDGx7L_JICWbuBUCGVqw
36,33.51315,-112.073765,Aiello's,UI5ghIUeHYxzwSfaDVUXOA
36,33.507229,-112.074929,Zookz Sandwiches,e9QRvkzssPNRmBLlDem9ZQ
36,33.5057744493,-112.040011883,Daily Dose Midtown,qbEJeRvytnBo5BGG1R5kGg
36,33.4951554,-112.0822129,Thai E-San,VbXy3tH5RAu7HjT7VeMMgA
36,33.494997,-112.045639,Stacy's Smokehouse,asebFFgabg_lfoNpGJHZlQ
36,33.4527168274,-112.06918335,1130 The Restaurant,supigcPNO9IKo6olaTNV-g
36,33.4493093,-112.0717592,Steve's Grill,t_0576Esa58pcLHCEpj31A
35,33.6554989,-111.9299197,Cafepino,9beCQ1vPk4cFSJp8Sb5-8Q
35,33.60731,-112.063404,Charr An American Burger Bar,ziHNT33d9w56D0C04b3tnw
35,33.5834449,-111.9770187,Z'Tejas Grill,24OmQWFTnbfGv-e8GyEMAw
35,33.538927,-112.048079,Los Taquitos,UCEAhciqe8avW1N-bWJ32g
35,33.5168326,-112.0825986,Sylvia's La Canasta Mexican Restaurant,vz2zQQSjy-NnnKLZzjjoxA
35,33.4837225,-112.0476668,Middle Eastern Bakery & Deli,IPsG_71MD8pwB9i3TKOJYg
35,33.479978,-112.073301,Lenny's Burger Shop,MJ6_uOT55dq5ALphFqMVkw
35,33.4596905,-112.0462108,Phoenix Ranch Market III,VXIkI9_EbDbYHeO9IzKjJg
35,33.4473356,-112.0734239,Squid Ink Sushi,AxdOGtJ8bJmL8uXB0AQS5A
35,33.3313401,-111.9827084,Nellos Pizza,RYZ08XAToBaN-bS5HHVEhQ
34,33.6384699,-111.9274124,Carlos O'Briens,qHjUo2foq-IXF6Tk1Iz3WQ
34,33.537943,-112.063117,The Habit Burger Grill,BcRb2bBN9pGdV8Ef5-dKUA
34,33.523043,-112.026658,The Wrigley Mansion Club,yPfvOB63thP5t3pGZPJExA
34,33.4477082,-112.070093,Kincaid's Classic American Dining,4FS5otEktCyI1aDpg_h03g
34,33.4473356,-112.0734239,The Strand,vfLog2bLJGl6hAFtGtr0GQ
34,33.3172434,-111.9765164,Pita Jungle,5niUestkeI0tBcBAv4SyKw
33,33.6399519009,-112.019165148,Sushi Ave,0BpMvu5B9fY-KEbOuxLtFQ
33,33.6397283524,-112.122304738,India Palace,NCbHGtOP5yJBJsPPaE3X5g
33,33.6328505,-112.0312477,Valle Luna,BD74uSwDe175zEqfppDRvg
