stars,latitude,longitude,name,res_id
7,33.5102336367,-112.027493779,Seasons 52,-h-q6zTIdPlkz9BDP11sBg
7,33.510034,-112.0241743,Hillstone,zMa6YoEekpABg1HZnnTZdg
7,33.504688,-111.969094,T Cook's Restaurant,fVgrpVyp-nPLTac9YIjTug
7,33.4951554,-112.0822129,Thai E-San,VbXy3tH5RAu7HjT7VeMMgA
7,33.49413,-111.977756,Arcadia Tavern,MXOdsPTLQPsQK9hUq01DWg
7,33.4837225,-112.0476668,Middle Eastern Bakery & Deli,IPsG_71MD8pwB9i3TKOJYg
7,33.4640982988,-112.073569,Phoenix Blue Fin,kaIue7GRCmkPzDeHDBTttQ
7,33.455863,-112.072167,The Turf,FeI75xIG8PF_XZ6P80gLBQ
7,33.4514039,-111.973603,Honey Bear's BBQ,xfk9eY8gmwn8qsbyd-W6lQ
7,33.4493777,-112.0656259,The Rose and Crown,TfTlOE6h9E9o34dEkw9L_w
7,33.4475173,-112.0742715,Copper Blues,fP-BPL6iRu2tbcvlnjRshw
7,33.331773,-111.978279,Sushi Eye,lVHtVCyFJOqAH0ltn7pLuw
7,33.3044612,-111.9945753,Cafe Los Dos Y Cantina,bzQPFOLLxuwx7K7dw8j7Zw
6,33.8000531,-112.05858,El Encanto DOS,0NlTmTzKYXbE6Hx2iGEb5A
6,33.6391935,-112.0121148,Madras Ananda Bhavan,wFjpmWwaotDHNaScplVh2A
6,33.59547,-112.064668,Different Pointe of View,3Zsjlum5kl5N5KV712aTMQ
6,33.5854942,-112.013359,Sala Thai,WPmamMTGAmNYXGoXW1mWyQ
6,33.5650982,-112.0737503,Timo Wine Bar,7tTK3VPlFtBGBHm8-LZIUg
6,33.5242756,-112.0474713,The Vig Uptown,WS1z1OAR0tRl4FsjdTGUFQ
6,33.5239412,-112.0484694,Garage Wine and Tap,YJoph5UiUZ3BEb49vyFAuQ
6,33.51315,-112.073765,Aiello's,UI5ghIUeHYxzwSfaDVUXOA
6,33.5100591,-112.0142073,Central Bistro,7CTf4W-KT4h6uA_zpGZp2Q
6,33.5100571,-112.0143931,Revo Burrito,r2S4arkHyRcUroRhggMIoA
6,33.5098,-112.0122744,Tarbell's,zG_wv69bsllw_PWhOmoAKQ
6,33.509608,-112.025723,Stingray Sushi,wNUea3IXZWD63bbOQaOH-g
6,33.508118,-112.027582,AMC Dine-in Theatres Esplanade 14,EmlgWjs1ZzZEpDjZCSPLmw
6,33.47907,-112.073306,Sochu House,GDmue1oJaem9ilywDtA4_A
6,33.4779339657,-112.073523642,Wild Thaiger,KPoTixdjoJxSqRSEApSAGg
6,33.465499,-112.081565,Zoes Kitchen,trAvQPp7gps0Btk-2AmLpw
6,33.465462,-112.078017,Hob Nobs Cafe & Spirits,4sW8Z6NLXLRkruSKSKUEUw
6,33.463172,-112.074725,Pizza People Pub,VapdXuC8X-Q3T_wgA6yCAg
6,33.463172,-112.074725,Cheuvront,muCl5p-9ut1sY0aKeUeRhw
6,33.4588282,-112.0610433,Welcome Diner,tb24fvNJfHhyKEXkKn12Xw
6,33.4587824485,-112.072266116,Short Leash Hot Dogs,YYm1mnmE36Ne7d5sT9huZQ
6,33.4587814,-112.0722749,Short Leash Dogs Food Truck,xHI3saK0sAJEHeMK4IGVvg
6,33.458348,-112.067828,JoBot Coffee,5ambRqdTJt9vGwFzVI9HBw
6,33.457863,-112.068359,Bliss ReBAR,PwxvN0SnAGPdqXdNEYVT3g
6,33.4563262,-112.0737079,Phoenix Public Market Cafe,eltTG6JOr9cg5FRAgGy8Jw
6,33.4556584,-112.0719926,The Breadfruit,cLojUtqkFpVIHFEvA_5Atw
6,33.4517763,-112.0766916,Crescent Ballroom,qw93CjlAZ6a4ff11Z-hF3Q
6,33.45107,-112.055957,La Tolteca Mexican Foods,apCfJVnRyaw6oVUBKujpUQ
6,33.4432726,-112.0698979,Brick,neEGFNmmKibjExB4_215ZA
6,33.390792,-112.012504,Morning Glory Cafe,9yKzy9PApeiPPOUJEtnvkg
6,33.331655,-111.982113,Hillside Spot,nts2OALwvyvfNh9focRZ3w
6,33.3197625,-111.9780071,RA Sushi Bar Restaurant,nBfusVbqwul0BU0Rcrlelw
5,33.683323,-112.092428,Pork on a Fork,yYbd9P1KmlPSKmQxo68n_g
5,33.678615,-111.9746066,BJ's Restaurant & Brewhouse,i213sY5rhkfCO8cD-FPr1A
5,33.678092,-111.9694565,Yard House,8cL7aJVKTYmLguzXEAS3Lw
5,33.6710684743,-112.030189633,Upper Crust Pizza,Pg8OPh1D2ws0xO-I-8ppoA
5,33.6397283524,-112.122304738,India Palace,NCbHGtOP5yJBJsPPaE3X5g
5,33.6117369,-111.9969776,Roma Garden Ristorante,EfmR4e1tmjC5_ZQOgfnYrg
5,33.5694088,-112.0741658,Via Delosantos,CFaRVxsnN4Zjf28cbORKIA
5,33.569402,-112.1204191,Tim Finnegan's Irish Restaurant and Pub,BpSLpzq_NRYghGSsb10G3A
5,33.5671173,-112.1333288,Romanelli's Deli & Bakery,DE8UVNCCpOE0vTAbGaMoeQ
5,33.5599538,-112.0653058,El Bravo,flUKBy7WHqYdfOrwU1A2SA
5,33.537514,-112.047195,Babbo Italian Eatery,RGDyf8-PyzyS9Lzs9bkvgA
5,33.5369963,-112.0474809,Moto Sushi,c0RSs2KYK5Y-ZlSrNq9LyA
5,33.530335,-112.047101,Richardson's,IdnYOlL9aDfMu_S2kcaUkQ
5,33.509517,-112.061566,Rosie McCaffrey's,yc5AH9H71xJidA_J2mChLA
5,33.5093453,-112.0588374,Padre's Modern Mexican Cuisine,6nseTZb6WrGWcithRThfag
5,33.5092556,-112.0378823,Snooze AM Eatery,qT4w8n27RBQ_slz_FiK0CQ
5,33.5083691,-111.9942752,North Italia,CSoURupWEyuyzkjMOExKPg
5,33.502758,-111.99565,Ingo's Tasty Food,e2oXHln1dux2ACR0QQGoeQ
5,33.4954826,-111.9883722,Pita Jungle,w19cemjVR8u02PgjFpJ7Mw
5,33.4953972,-112.0010971,Bosa Donuts,Xq1FtLSV54Spf-HfONc1aA
5,33.4951558,-112.0010198,Thai Lahna Restaurant,wct7rZKyZqZftzmAU-vhWQ
5,33.495024,-112.063756,Two Hippies Magic Mushroom Burgers,pfTwzep_4hRTX_jXoi38cw
5,33.494997,-112.045639,Stacy's Smokehouse,asebFFgabg_lfoNpGJHZlQ
5,33.4949943,-112.0473119,Luke's of Chicago's,Tk2dSL0TwQeI_zNJmb442A
5,33.4948977,-112.0637645,Mamma Mia,yeLq-452CkaKw1ynn0nRNw
5,33.479742069,-111.994993687,Two Hippies Gnarly Burger Joint,tfVKzEDu8XYyP8KO1dsNvQ
5,33.4795816988,-112.073953897,Honey Bear's BBQ,q1nDSpmV-FdTBNj6UuZvTg
5,33.472674,-112.064752,La Piccola Cucina,NNGJQF3WeIHzGzweCpZ-VA
5,33.4712477,-112.0650649,Coronado Cafe,5-X03Zc0nN7U5eoe8uFUdw
5,33.47014,-112.065474,Green New American Vegetarian,0dORc6ckZw5HezR3BuSsqw
5,33.459054,-112.068953,Pallets Food and Bar,Zh6zpqN_rFZylYexWW2btQ
5,33.4579361,-112.0520629,Rito's Market & Mexican Take Out,Xo9Im4LmIhQrzJcO4R3ZbA
5,33.4571599,-112.0699779,The Roosevelt,7cP7WFmWiTVh-raIL3N_Vw
5,33.449858,-112.071886,Compass Arizona Grill,4waggbCK-MSE9dbIdSMfPA
5,33.448424817,-112.074802052,Tom's Tavern & 1929 Grill,2I666dqzs1XB6xigIKa9bA
5,33.4475173,-112.0742715,Five Guys Burgers and Fries,qVN-P0aov4z5oknS12Cq1g
5,33.4473356,-112.0734239,Tilted Kilt Pub & Eatery,G4ZZHlp6CdYBZOirW2_PQA
5,33.4405202,-112.0825071,La Canasta Mexican Foods,9dn3AMdwvD2KXnTr6AJY1g
5,33.3313401,-111.9827084,Nellos Pizza,RYZ08XAToBaN-bS5HHVEhQ
5,33.305739,-111.992238,Sushi Ken,T4ox3wUzFjWvyrjaTRoBbA
5,33.303967,-111.97839,Brazilian Bull Steakhouse,SbS0XQG39VgP6L6wbZ56RA
4,33.6792112493,-111.965789795,Mellow Mushroom,AXok1a8w0gNhdrWZ7L633g
4,33.6756727,-111.9791944,Sushi Station,hDHYbekIzW-M5tljy1IP1Q
4,33.6756727,-111.9791944,Pita Jungle,wl51t6lT7leiX64SlkOx6g
4,33.6753542415,-111.965274811,Ocean Prime,JEreQgso7MH_Io3DXGsEOw
4,33.6753261878,-111.963375202,Blue Martini Lounge,ttLtsY1S2Angj6hvEdzwDQ
4,33.671426,-112.03017,Viet Kitchen,3OauvrqUU8nDLWcW6q9hGQ
4,33.6400079,-112.0872865,Manuel's Mexican Restaurant,I7IfnWW1nXljC4ZGqwPe-w
4,33.6397266,-112.1313015,Valle Luna,E3RjJH45EX6rHYDs0TYSRA
4,33.6391363,-112.150244,Mi Comida Restaurante Latino,_oQN89kF_d97-cWW0iO8_g
4,33.6264211,-112.1002302,Good Fellas Grill,93hdmjYc8IXsf69VrkRHog
4,33.612935,-111.976905,Eden's Grill Inn,nRO4tRwimU12hg7Cnz__iA
4,33.6128817,-111.9777891,Nee House Chinese Restaurant,ChmqODwuYP1ewjmWXtxtsg
4,33.60731,-112.063404,Charr An American Burger Bar,ziHNT33d9w56D0C04b3tnw
4,33.5993116,-111.9800201,In-N-Out Burger,X6mWr96ibKdXQSA6mpH90g
4,33.5988434,-111.9806304,Oregano's Pizza Bistro,Fb5ZL4VkO2Yfx-bNJexAkg
4,33.5842663,-111.9767865,Rusconi's American Kitchen,zj0BkAi54BGU_AK6AyvJDQ
4,33.5839404,-111.9787698,Iron Chef,OTq55xUFMOz13DAi9D0_rw
4,33.5675268,-112.1496637,Takamatsu,Ou21lwEBBlUNG3JRAFWFAA
4,33.5650982,-112.0737503,Bomberos Cafe & Wine Bar,XNSito__Fne14TXU0vz1Qw
4,33.5637599,-112.0734903,Corbin Bar & Grill,UScgPn6pIHuOmQJTsZQIOg
4,33.5318417,-112.0479816,16th Street Sports Bar & Grill,cXx-fHY11Se8rFHkkUeaUg
4,33.525861,-112.048124,Niccoli's Deli & Pizza,T5HYqRADhAL6VPRAacz74Q
4,33.5237004,-112.0482435,Zipps Sports Grill,PN3aQAH-RONnK-ahkNm0xg
4,33.523043,-112.026658,The Wrigley Mansion Club,yPfvOB63thP5t3pGZPJExA
4,33.5221451,-112.0649741,New Orleans Sno Ball,QMN_F0PIReU6QbyEuGSYhg
4,33.5173991,-112.0824683,Hana Japanese Eatery,h6jfMpTZpNduLG0wE2tbaw
4,33.5168326,-112.0825986,Sylvia's La Canasta Mexican Restaurant,vz2zQQSjy-NnnKLZzjjoxA
4,33.5108261108,-112.027915955,The Capital Grille,QdbZyl-LWFS54u93Vjd5SA
4,33.5100084468,-112.029651966,The Cheesecake Factory,2r8jGeuYvMkyP2ik_X-Bxw
4,33.509755,-112.08407,Circle H Barbecue,R3sbDS0YcJDedSmUjwE48Q
4,33.509702,-112.042514,Arriba Mexican Grill,ib-y5nsfn3unE0lLY1vfAw
4,33.509677,-112.058811,Los Dos Molinos,b-t3nNmRw6alKw4aSqAgPg
4,33.5095292,-112.0609579,Snoh Ice Shavery,CKhtiDFAfr31jQIJrpehuw
4,33.5095,-112.063826,That's a Wrap,FFCkoA_L3cqYXtHtLyvxwA
4,33.5093736,-112.0409502,Armadillo Grill,CqhsIZ7TzCfJTrZqg5-gqQ
4,33.5092093,-111.9885861,Havana Cafe,yJr24Yy1K6bt2G9fX3_zPA
4,33.508952,-112.067011,Two Hippies Beach House Outrageous Tacos and Burritos,qlrZzAktK8wODSHxhLEK7w
4,33.5078414,-112.0377579,Pizzeria Bianco,BPi1Q5wX0_o5VlO_XRyYuQ
4,33.5062577,-112.0388617,Cyprus Grill of Phoenix,Rg3INE2p4zQYvfMvJduEOQ
4,33.5027018,-112.082414,Joe's Diner,nol9V6ypimztEEsBofw-3g
4,33.5019393,-112.082114,America's Taco Shop,OllL0G9Kh_k1lx-2vrFDXQ
4,33.4974892,-112.0833763,Harley's Italian Bistro,b1aTHVkqCa4kZITbu9khtA
4,33.4956423364,-111.989069135,The Wildflower Bread Company,ojjtPlnSmCX1zCzWL7JoNQ
4,33.4953994751,-112.005249023,The Stand,v1aLzjTphPc6IGIy9k96vg
4,33.4953688,-111.9940154,Z's Greek,FY_OXEVcewAQFZuu6fynLA
4,33.4951613,-112.0041452,Crudo,Xk3inJcuBGLhavUcdlINZA
4,33.4951157,-111.9967663,Mamma Mia Brick Oven Pizza & Pasta,k8JnZBspVOI8kLcQek-Chw
4,33.494927,-112.001969,Acacia Cafe,JOZqBKIOB8WEBAWm7v1JFA
4,33.4948057,-112.0535863,Reathrey Sekong,nlFlIeziD-4nNUF2B337Yw
4,33.491645,-112.073196,Siu Wok,LbLVO7yqAJGEQ1nK6rEvHA
4,33.4877814299,-112.031467529,Bink's Midtown,WjtJAtp19nA61b8LT9uLrA
4,33.4877467396,-112.065664677,Taco Guild,WCGU5Xn01lfNJG_LvEltzw
4,33.484487,-112.07643,Thai Basil,IRxBQfA7FdHhzrPjtBxuuw
4,33.4807562,-112.1102942,Pizza a Metro,XkNQVTkCEzBrq7OlRHI11Q
4,33.480203,-111.9825532,Sonora Mesquite Grill,KGX7O-_WqOIy9o7u9NOa9A
4,33.4801515,-111.9923032,SaBai Modern Thai,cInzGnaFZ3EIItvFXl1MvQ
4,33.4743013,-112.0649235,Humble Pie,QkyN2vqQidQhotvOtPIrkw
4,33.474229,-112.064787,Wy-Knot Cafe,GbEOmf5k73r_UJWjchrHOg
4,33.472824,-112.056064,Astor House,EFSU5EPU8VsZmrjbTxjc4A
4,33.469968,-112.065431,Nami,ZEdaJ8mcMpPiFWgDuSPqeA
4,33.466104,-112.081655,My Florist Cafe,vSWEXsXmJw5ozuF4zqE9ng
4,33.4657562,-111.9718284,Indian Delhi Palace,_RBUU1y4yJrK0SPAd8z0-w
4,33.4657394,-112.0724302,Thai Hut,oJpmYvLibGrYPDvcaUeMOw
4,33.46425,-112.074153,The Old Spaghetti Factory,DlCtdbceo4YNSI53cCL2lg
4,33.463851,-111.941673,Gertrude's,IURIbkgQgHXAgwX6hAgiNQ
4,33.4596905,-112.0462108,Phoenix Ranch Market III,VXIkI9_EbDbYHeO9IzKjJg
4,33.459054,-112.068953,Scratch,zYRKOiYCZJAg1SV1WZG4lw
4,33.4587486,-112.0714986,Carly's Bistro,zmFc8M-hS4uuyY0hklIpoQ
4,33.455069,-112.0791767,The Vig Fillmore,yC6OzkWd3bzHfcMZm7WpWQ
4,33.4549678,-112.0791022,Local Breeze,GAPqG0WNBBidKeZTMpEZ-w
4,33.4526031,-112.0691194,Canyon Cafe,e5kc0CQ4R-PCCDgb274gSg
4,33.4514311,-112.0701054,District American Kitchen and Wine Bar,9ziO3NpoNTKHvIKCBFB_fQ
4,33.4504575,-112.0743441,Seamus McCaffrey's,-gefwOTDqW9HWGDvWBPSMQ
4,33.448587,-112.071756,Bar Smith,7_7fxuG9ESAFmx-AiMsJHg
4,33.447521,-112.063434,Mrs White's Golden Rule Cafe,8o-NLKy_XfbJtqljX9XLCA
4,33.4473356,-112.0734239,The Strand,vfLog2bLJGl6hAFtGtr0GQ
4,33.4473356,-112.0734239,Blue Hound Kitchen & Cocktails,kr3EFhoSwbJPrL_e_RD39g
4,33.4360388,-112.0026246,Blanco,8SjO3b-87uN2jXVXYNn47g
4,33.4038261,-112.0045736,The Barbecue Company,X_J65cnN3jJWGYacyNwKGg
4,33.3906771,-112.0129108,Farm At South Mountain,MLcXtnpzygZvQ9BtseLLlw
4,33.3894264,-112.1342315,Li's Bowl,TxDKDFQ3ovgzTaNcqKf2Uw
4,33.3806458,-112.0732936,Poncho's Mexican Food,14NSxaXBNspIVnsrMYJZVw
4,33.3784640243,-112.036954165,Sun Asian Kitchen,r3HWH8XeoV9uohlcrwrMSw
4,33.37771,-112.0281851,Pan Asia Sushi Chinese Fusion,XK5hwOMD3M-cjGVBsEmrIw
4,33.3487055478,-111.98325634,Biscuits,3oLy0rlzRI_xiqfQHqC4_g
4,33.305945,-111.99117,Mr Chao's Asian Bistro,EWnSPExh_T5zTv6oMJOC5g
3,33.7990129,-112.0650776,Peaks & Valleys Restaurant,fI47JKlBBwtqOgiZZb4hdQ
3,33.7972478,-112.117547,Dao Kitchen Asian Bistro,wccFOUVaqeNBRaY27wOCyg
3,33.7150963,-112.1136988,Buffalo Wild Wings,h1kwVr1eTpBK0rWfcm5QSg
3,33.7150071,-112.1129733,Sauce,R2FuwuSjmyvzNWNfqzKUvw
3,33.7110102,-112.1142778,T.G.I. Friday's,fq3TCuBBaKtRnibcSoRHpQ
3,33.6988429,-112.101312,Olive Tree Market & Grill,zfY68t7nVihCwiCsCgM6cw
3,33.683068,-111.976633,In-N-Out Burger,byFWmwlVSmUj-AmM6NZYvw
3,33.6797092,-112.0998714,Rinaldi's Italian Deli,i0W4TZcoRbOYeRfDfQEX8g
3,33.678615,-111.9746066,Wolfley's Neighborhood Grill,Y9D61SRDiTAYJeaVbqvbFg
3,33.677854,-111.978579,Humble Pie,Lbue8gqRiBPEnA7g7H1qdw
3,33.6756805853,-111.97270145,Cafe Zupas,CMaJOgyFrX6gVsJGm1bttw
3,33.6756727,-111.9791944,Brooklyns Best Bagel and Deli,v1YerIajfn5ihf9PE-xxFA
3,33.6556844,-111.9300279,Buffalo Wild Wings,ZJxs1L4oMhX9GW00ty0aAg
3,33.655683992,-111.930027902,Skewers Persian Grill,fC2nbJgAazYnLK2pCDineg
3,33.655629,-111.929925,Yoshi Bento,ufx4U76IsSbA06tfnHP5XQ
3,33.6554989,-111.9299197,Cafepino,9beCQ1vPk4cFSJp8Sb5-8Q
3,33.6416138361,-112.117387241,Santisi Brothers,DHk8is9rvfnATsW1AudWQg
3,33.640832,-112.151282,Yen Sushi & Sake Bar,Tt6DYs0TyERWHWW5xiRL_A
3,33.6405889,-112.0474847,Spinato's Pizza,pF7uRzygyZsltbmVpjIyvw
3,33.6405044,-112.0676437,El Pollo Loco,SaIX7eay0vV-FxGPqTk1yA
3,33.640223,-112.004267,Bawarchi Indian Cuisine,eyT6w_RVpjRnbz4hToBqtA
3,33.640001,-112.0676314,Five Guys Burgers and Fries,VsrvWdZL2993olnW3z8R3A
3,33.6399519009,-112.019165148,Sushi Ave,0BpMvu5B9fY-KEbOuxLtFQ
3,33.6384699,-111.9274124,Carlos O'Briens,qHjUo2foq-IXF6Tk1Iz3WQ
3,33.6328505,-112.0312477,Valle Luna,BD74uSwDe175zEqfppDRvg
3,33.6308568,-112.0309244,Belfiore's Italian Ristorante,igD5We_87JFrtaaR7bh_Xg
3,33.6252489,-112.1298368,Top Shelf,QGZiJsrHVKFO_B3GLkph8A
3,33.6115391,-112.1007962,Hong Kong Chinese Cuisine,2CcO6bTk9Fs3sAwodab3-w
3,33.6106434,-112.1500691,King Gyros,LxNehlnStQY_rxEwiPof_g
3,33.610554,-112.013072,Original Breakfast House,t80qleqEIqIyekB95IrAOA
3,33.606332,-112.066095,Salute Ristorante Italiano,jq_YnMQjcArdBWuwRospFg
3,33.6029318153,-111.981189678,Chompie's Deli,KV-yJLmlODfUG1Mkds6kYw
3,33.5997402,-111.9872611,Yasu Sushi Bistro,KBG28p3lGX17hOPoHhq5PQ
3,33.597833,-111.9784028,Barrio Cantina & Grill,jtqPBGcsvmKI7VeHLG0KsQ
3,33.597361,-111.9813513,Picazzo's Organic Italian Kitchen,Zruvunhqw7cuyuoe7g09Gw
3,33.5972864354,-111.977349353,Salty Sow,UB2j_EV3CIM_E4LcpadKMQ
3,33.5834449,-111.9770187,My Big Fat Greek Restaurant,TQhP4vCMjvX527YMxPfuUA
3,33.5834251,-111.9768837,Paradise Bakery,QxHM7gQ7RcRHjnmr63xQnQ
3,33.582048,-112.1347164,La Parrilla Suiza,9xsmSRFD8riQF7UCBrD88g
3,33.5818729,-112.1182988,Raising Cane's,JbJDlfcnYiyZRXeHQcAVjg
